id,title,difficulty,category,concept,domain,role,context,problem_statement,tags
BEH-01539,Mentoring assessment for Life Sciences enterprise modernization,Hard,BEHAVIORAL_STAR,Mentoring,Life Sciences,QE Architect,enterprise modernization,"Design, code or whiteboard a hard solution involving Mentoring for Life Sciences enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,mentoring,life-sciences,qe-architect"
BEH-01540,Leadership assessment for Insurance enterprise modernization,Medium,BEHAVIORAL_STAR,Leadership,Insurance,Lead Quality Engineer,enterprise modernization,"Design, code or whiteboard a medium solution involving Leadership for Insurance enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,leadership,insurance,lead-quality-engineer"
BEH-01541,Defect escalation assessment for Life Sciences API-first transformation,Easy,BEHAVIORAL_STAR,Defect escalation,Life Sciences,Data QA Engineer,API-first transformation,"Design, code or whiteboard a easy solution involving Defect escalation for Life Sciences API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,defect-escalation,life-sciences,data-qa-engineer"
BEH-01542,Defect escalation assessment for Retail data platform migration,Medium,BEHAVIORAL_STAR,Defect escalation,Retail,Automation Architect,data platform migration,"Design, code or whiteboard a medium solution involving Defect escalation for Retail data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,defect-escalation,retail,automation-architect"
BEH-01543,Mentoring assessment for Supply Chain API-first transformation,Easy,BEHAVIORAL_STAR,Mentoring,Supply Chain,SDET,API-first transformation,"Design, code or whiteboard a easy solution involving Mentoring for Supply Chain API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,mentoring,supply-chain,sdet"
BEH-01544,Defect escalation assessment for Data Engineering CI/CD quality gate adoption,Medium,BEHAVIORAL_STAR,Defect escalation,Data Engineering,Lead Quality Engineer,CI/CD quality gate adoption,"Design, code or whiteboard a medium solution involving Defect escalation for Data Engineering CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,defect-escalation,data-engineering,lead-quality-engineer"
BEH-01545,Mentoring assessment for Supply Chain cloud migration,Medium,BEHAVIORAL_STAR,Mentoring,Supply Chain,QE Architect,cloud migration,"Design, code or whiteboard a medium solution involving Mentoring for Supply Chain cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,mentoring,supply-chain,qe-architect"
BEH-01546,Stakeholder communication assessment for Retail CI/CD quality gate adoption,Medium,BEHAVIORAL_STAR,Stakeholder communication,Retail,Test Manager,CI/CD quality gate adoption,"Design, code or whiteboard a medium solution involving Stakeholder communication for Retail CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,stakeholder-communication,retail,test-manager"
BEH-01547,Leadership assessment for Healthcare Payer API-first transformation,Medium,BEHAVIORAL_STAR,Leadership,Healthcare Payer,QA Practice Lead,API-first transformation,"Design, code or whiteboard a medium solution involving Leadership for Healthcare Payer API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,leadership,healthcare-payer,qa-practice-lead"
BEH-01548,Leadership assessment for Retail test automation modernization,Medium,BEHAVIORAL_STAR,Leadership,Retail,Data QA Engineer,test automation modernization,"Design, code or whiteboard a medium solution involving Leadership for Retail test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,leadership,retail,data-qa-engineer"
BEH-01549,Mentoring assessment for Life Sciences observability and production readiness,Medium,BEHAVIORAL_STAR,Mentoring,Life Sciences,QA Practice Lead,observability and production readiness,"Design, code or whiteboard a medium solution involving Mentoring for Life Sciences observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,mentoring,life-sciences,qa-practice-lead"
BEH-01550,Stakeholder communication assessment for Retail API-first transformation,Hard,BEHAVIORAL_STAR,Stakeholder communication,Retail,Data QA Engineer,API-first transformation,"Design, code or whiteboard a hard solution involving Stakeholder communication for Retail API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,stakeholder-communication,retail,data-qa-engineer"
BEH-01551,Mentoring assessment for Cloud Modernization test automation modernization,Hard,BEHAVIORAL_STAR,Mentoring,Cloud Modernization,Data QA Engineer,test automation modernization,"Design, code or whiteboard a hard solution involving Mentoring for Cloud Modernization test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,mentoring,cloud-modernization,data-qa-engineer"
BEH-01552,Stakeholder communication assessment for Life Sciences test automation modernization,Medium,BEHAVIORAL_STAR,Stakeholder communication,Life Sciences,SDET,test automation modernization,"Design, code or whiteboard a medium solution involving Stakeholder communication for Life Sciences test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,stakeholder-communication,life-sciences,sdet"
BEH-01553,Leadership assessment for Healthcare Payer observability and production readiness,Hard,BEHAVIORAL_STAR,Leadership,Healthcare Payer,QE Architect,observability and production readiness,"Design, code or whiteboard a hard solution involving Leadership for Healthcare Payer observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,leadership,healthcare-payer,qe-architect"
BEH-01554,Defect escalation assessment for Data Engineering observability and production readiness,Easy,BEHAVIORAL_STAR,Defect escalation,Data Engineering,Lead Quality Engineer,observability and production readiness,"Design, code or whiteboard a easy solution involving Defect escalation for Data Engineering observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,defect-escalation,data-engineering,lead-quality-engineer"
BEH-01555,Stakeholder communication assessment for Retail CI/CD quality gate adoption,Easy,BEHAVIORAL_STAR,Stakeholder communication,Retail,SDET,CI/CD quality gate adoption,"Design, code or whiteboard a easy solution involving Stakeholder communication for Retail CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,stakeholder-communication,retail,sdet"
BEH-01556,Defect escalation assessment for Data Engineering observability and production readiness,Easy,BEHAVIORAL_STAR,Defect escalation,Data Engineering,Lead Quality Engineer,observability and production readiness,"Design, code or whiteboard a easy solution involving Defect escalation for Data Engineering observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,defect-escalation,data-engineering,lead-quality-engineer"
